source,filename,gender,race,type,age,leaf
E:\aninovel\input_images\row036_col02_female.png,row036_col02_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col04_female.png,row036_col04_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col05_female.png,row036_col05_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col07_female.png,row036_col07_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col10_female.png,row036_col10_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col11_female.png,row036_col11_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col13_female.png,row036_col13_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col14_female.png,row036_col14_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col15_female.png,row036_col15_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col18_female.png,row036_col18_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col19_female.png,row036_col19_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row036_col20_female.png,row036_col20_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col01_female.png,row046_col01_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col03_female.png,row046_col03_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col04_female.png,row046_col04_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col05_female.png,row046_col05_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col07_female.png,row046_col07_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col10_female.png,row046_col10_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col11_female.png,row046_col11_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col12_female.png,row046_col12_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col13_female.png,row046_col13_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col15_female.png,row046_col15_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col16_female.png,row046_col16_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col18_female.png,row046_col18_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col19_female.png,row046_col19_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row046_col20_female.png,row046_col20_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row056_col15_female.png,row056_col15_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col03_female.png,row086_col03_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col05_female.png,row086_col05_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col06_female.png,row086_col06_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col07_female.png,row086_col07_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col09_female.png,row086_col09_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col13_female.png,row086_col13_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col14_female.png,row086_col14_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col15_female.png,row086_col15_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col16_female.png,row086_col16_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col17_female.png,row086_col17_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\row086_col20_female.png,row086_col20_female.png,Female,White,Photo,YoungAdult,Female\White_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_02_r1c2.png,female_photo_05_college_02_r1c2.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_03_r2c1.png,female_photo_05_college_03_r2c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_04_r2c2.png,female_photo_05_college_04_r2c2.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_05_r3c1.png,female_photo_05_college_05_r3c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_06_r3c2.png,female_photo_05_college_06_r3c2.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_07_r4c1.png,female_photo_05_college_07_r4c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_09_r5c1.png,female_photo_05_college_09_r5c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_11_r6c1.png,female_photo_05_college_11_r6c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_13_r7c1.png,female_photo_05_college_13_r7c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_14_r7c2.png,female_photo_05_college_14_r7c2.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_05_college_15_r8c1.png,female_photo_05_college_15_r8c1.png,Female,Asian,Photo,YoungAdult,Female\Asian_Photo\YoungAdult
E:\aninovel\input_images\female_photo_06_working_age_01_r1c1.png,female_photo_06_working_age_01_r1c1.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_05_r1c5.png,female_photo_06_working_age_05_r1c5.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_07_r1c7.png,female_photo_06_working_age_07_r1c7.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_09_r1c9.png,female_photo_06_working_age_09_r1c9.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_12_r2c3.png,female_photo_06_working_age_12_r2c3.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_18_r2c9.png,female_photo_06_working_age_18_r2c9.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_23_r3c5.png,female_photo_06_working_age_23_r3c5.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_26_r3c8.png,female_photo_06_working_age_26_r3c8.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_34_r4c7.png,female_photo_06_working_age_34_r4c7.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_35_r4c8.png,female_photo_06_working_age_35_r4c8.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_38_r5c2.png,female_photo_06_working_age_38_r5c2.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_45_r5c9.png,female_photo_06_working_age_45_r5c9.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_52_r6c7.png,female_photo_06_working_age_52_r6c7.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_53_r6c8.png,female_photo_06_working_age_53_r6c8.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_57_r7c3.png,female_photo_06_working_age_57_r7c3.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_58_r7c4.png,female_photo_06_working_age_58_r7c4.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_59_r7c5.png,female_photo_06_working_age_59_r7c5.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_61_r7c7.png,female_photo_06_working_age_61_r7c7.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_62_r7c8.png,female_photo_06_working_age_62_r7c8.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_63_r7c9.png,female_photo_06_working_age_63_r7c9.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_66_r8c3.png,female_photo_06_working_age_66_r8c3.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_70_r8c7.png,female_photo_06_working_age_70_r8c7.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\row096_col20_female.png,row096_col20_female.png,Female,Asian,Photo,Adult,Female\Asian_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_02_r1c2.png,female_photo_06_working_age_02_r1c2.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_03_r1c3.png,female_photo_06_working_age_03_r1c3.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_06_r1c6.png,female_photo_06_working_age_06_r1c6.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_08_r1c8.png,female_photo_06_working_age_08_r1c8.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_11_r2c2.png,female_photo_06_working_age_11_r2c2.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_13_r2c4.png,female_photo_06_working_age_13_r2c4.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_16_r2c7.png,female_photo_06_working_age_16_r2c7.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_17_r2c8.png,female_photo_06_working_age_17_r2c8.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_19_r3c1.png,female_photo_06_working_age_19_r3c1.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_20_r3c2.png,female_photo_06_working_age_20_r3c2.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_22_r3c4.png,female_photo_06_working_age_22_r3c4.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_27_r3c9.png,female_photo_06_working_age_27_r3c9.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_28_r4c1.png,female_photo_06_working_age_28_r4c1.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_29_r4c2.png,female_photo_06_working_age_29_r4c2.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_30_r4c3.png,female_photo_06_working_age_30_r4c3.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_31_r4c4.png,female_photo_06_working_age_31_r4c4.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_32_r4c5.png,female_photo_06_working_age_32_r4c5.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_33_r4c6.png,female_photo_06_working_age_33_r4c6.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_36_r4c9.png,female_photo_06_working_age_36_r4c9.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_37_r5c1.png,female_photo_06_working_age_37_r5c1.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_39_r5c3.png,female_photo_06_working_age_39_r5c3.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_40_r5c4.png,female_photo_06_working_age_40_r5c4.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_41_r5c5.png,female_photo_06_working_age_41_r5c5.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_46_r6c1.png,female_photo_06_working_age_46_r6c1.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_47_r6c2.png,female_photo_06_working_age_47_r6c2.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_48_r6c3.png,female_photo_06_working_age_48_r6c3.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_49_r6c4.png,female_photo_06_working_age_49_r6c4.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_50_r6c5.png,female_photo_06_working_age_50_r6c5.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_51_r6c6.png,female_photo_06_working_age_51_r6c6.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_54_r6c9.png,female_photo_06_working_age_54_r6c9.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_55_r7c1.png,female_photo_06_working_age_55_r7c1.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_56_r7c2.png,female_photo_06_working_age_56_r7c2.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_60_r7c6.png,female_photo_06_working_age_60_r7c6.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_64_r8c1.png,female_photo_06_working_age_64_r8c1.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_67_r8c4.png,female_photo_06_working_age_67_r8c4.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_68_r8c5.png,female_photo_06_working_age_68_r8c5.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_69_r8c6.png,female_photo_06_working_age_69_r8c6.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_71_r8c8.png,female_photo_06_working_age_71_r8c8.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_72_r8c9.png,female_photo_06_working_age_72_r8c9.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row046_col02_female.png,row046_col02_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row056_col09_female.png,row056_col09_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row056_col12_female.png,row056_col12_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row066_col20_female.png,row066_col20_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row076_col01_female.png,row076_col01_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row076_col06_female.png,row076_col06_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row076_col09_female.png,row076_col09_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row076_col13_female.png,row076_col13_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row076_col16_female.png,row076_col16_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row076_col18_female.png,row076_col18_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row086_col10_female.png,row086_col10_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\row086_col18_female.png,row086_col18_female.png,Female,White,Photo,Adult,Female\White_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_04_r1c4.png,female_photo_06_working_age_04_r1c4.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_10_r2c1.png,female_photo_06_working_age_10_r2c1.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_14_r2c5.png,female_photo_06_working_age_14_r2c5.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_15_r2c6.png,female_photo_06_working_age_15_r2c6.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_21_r3c3.png,female_photo_06_working_age_21_r3c3.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_24_r3c6.png,female_photo_06_working_age_24_r3c6.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_42_r5c6.png,female_photo_06_working_age_42_r5c6.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_43_r5c7.png,female_photo_06_working_age_43_r5c7.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_44_r5c8.png,female_photo_06_working_age_44_r5c8.png,Female,MiddleEastern,Photo,Adult,Female\MiddleEastern_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_25_r3c7.png,female_photo_06_working_age_25_r3c7.png,Female,Black,Photo,Adult,Female\Black_Photo\Adult
E:\aninovel\input_images\female_photo_06_working_age_65_r8c2.png,female_photo_06_working_age_65_r8c2.png,Female,Hispanic,Photo,Adult,Female\Hispanic_Photo\Adult
E:\aninovel\input_images\female_photo_07_elderly_01_r1c1.png,female_photo_07_elderly_01_r1c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_02_r1c2.png,female_photo_07_elderly_02_r1c2.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_04_r2c1.png,female_photo_07_elderly_04_r2c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_05_r2c2.png,female_photo_07_elderly_05_r2c2.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_07_r3c1.png,female_photo_07_elderly_07_r3c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_08_r3c2.png,female_photo_07_elderly_08_r3c2.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_09_r3c3.png,female_photo_07_elderly_09_r3c3.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_10_r4c1.png,female_photo_07_elderly_10_r4c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_13_r5c1.png,female_photo_07_elderly_13_r5c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_14_r5c2.png,female_photo_07_elderly_14_r5c2.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_15_r5c3.png,female_photo_07_elderly_15_r5c3.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_16_r6c1.png,female_photo_07_elderly_16_r6c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_18_r6c3.png,female_photo_07_elderly_18_r6c3.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_19_r7c1.png,female_photo_07_elderly_19_r7c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_21_r7c3.png,female_photo_07_elderly_21_r7c3.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_22_r8c1.png,female_photo_07_elderly_22_r8c1.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_24_r8c3.png,female_photo_07_elderly_24_r8c3.png,Female,White,Photo,Senior,Female\White_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_03_r1c3.png,female_photo_07_elderly_03_r1c3.png,Female,SouthAsian,Photo,Senior,Female\SouthAsian_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_06_r2c3.png,female_photo_07_elderly_06_r2c3.png,Female,MiddleEastern,Photo,Senior,Female\MiddleEastern_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_12_r4c3.png,female_photo_07_elderly_12_r4c3.png,Female,MiddleEastern,Photo,Senior,Female\MiddleEastern_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_11_r4c2.png,female_photo_07_elderly_11_r4c2.png,Female,Hispanic,Photo,Senior,Female\Hispanic_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_17_r6c2.png,female_photo_07_elderly_17_r6c2.png,Female,Asian,Photo,Senior,Female\Asian_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_20_r7c2.png,female_photo_07_elderly_20_r7c2.png,Female,Asian,Photo,Senior,Female\Asian_Photo\Senior
E:\aninovel\input_images\female_photo_07_elderly_23_r8c2.png,female_photo_07_elderly_23_r8c2.png,Female,Asian,Photo,Senior,Female\Asian_Photo\Senior
E:\aninovel\input_images\male_anime_01_Amano_Ren_天野蓮.png,male_anime_01_Amano_Ren_天野蓮.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_01_Asahina_Yuma_朝比奈悠真.png,male_anime_01_Asahina_Yuma_朝比奈悠真.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_02_Kageyama_Ren_影山蓮.png,male_anime_02_Kageyama_Ren_影山蓮.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_02_Kiryu_Aoi_桐生蒼.png,male_anime_02_Kiryu_Aoi_桐生蒼.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_03_Amagi_Minato_天城湊.png,male_anime_03_Amagi_Minato_天城湊.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_03_Yuki_Haruto_結城陽斗.png,male_anime_03_Yuki_Haruto_結城陽斗.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_04_Fuwa_Soma_不破蒼真.png,male_anime_04_Fuwa_Soma_不破蒼真.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_04_Himuro_Rei_氷室零.png,male_anime_04_Himuro_Rei_氷室零.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_01_r1c1.png,male_anime_05_college_01_r1c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_02_r1c2.png,male_anime_05_college_02_r1c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_03_r2c1.png,male_anime_05_college_03_r2c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_04_r2c2.png,male_anime_05_college_04_r2c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_05_r3c1.png,male_anime_05_college_05_r3c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_06_r3c2.png,male_anime_05_college_06_r3c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_07_r4c1.png,male_anime_05_college_07_r4c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_08_r4c2.png,male_anime_05_college_08_r4c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_09_r5c1.png,male_anime_05_college_09_r5c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_10_r5c2.png,male_anime_05_college_10_r5c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_11_r6c1.png,male_anime_05_college_11_r6c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_12_r6c2.png,male_anime_05_college_12_r6c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_13_r7c1.png,male_anime_05_college_13_r7c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_14_r7c2.png,male_anime_05_college_14_r7c2.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
E:\aninovel\input_images\male_anime_05_college_15_r8c1.png,male_anime_05_college_15_r8c1.png,Male,Japanese,Anime,YoungAdult,Male\Japanese_Anime\YoungAdult
